Customer_ID,first_purchase,last_purchase,transaction_lines,total_orders,total_sales,total_quantity,total_profit,recency_days,customer_lifetime_days,avg_order_value,avg_items_per_order,profit_margin,Segment,Region,value_tier,frequency_tier,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Customer_Segment
CR-12820,2017-10-06,2017-10-06,3,1,681.91,10,133.2,66,0,681.91,10.0,19.53,Home Office,East,Silver,Occasional,4.0,1,3,4.013,8.0,New Customers
CS-11845,2015-04-02,2017-02-11,3,2,1061.07,10,102.39,303,681,530.535,5.0,9.65,Corporate,West,Gold,Occasional,2.0,2,4,2.024,8.0,Other
CS-11860,2014-05-02,2017-07-12,3,3,509.14,7,100.38,152,1167,169.71333333333334,2.3333333333333335,19.72,Consumer,South,Silver,Regular,3.0,3,3,3.033,9.0,Potential Loyalists
CS-11950,2014-06-08,2017-12-05,6,5,1165.56,27,42.95,6,1276,233.112,5.4,3.68,Consumer,Central,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
CS-12130,2014-08-05,2014-08-05,3,1,472.04,12,84.36,1224,0,472.04,12.0,17.87,Consumer,West,Silver,Occasional,1.0,1,3,1.013,5.0,Lost
CS-12175,2014-08-12,2017-05-12,6,3,755.35,24,94.8,213,1004,251.78333333333333,8.0,12.55,Corporate,West,Gold,Regular,3.0,3,3,3.033,9.0,Potential Loyalists
CS-12250,2014-02-07,2017-12-04,9,5,575.4,25,186.8,7,1396,115.08,5.0,32.46,Corporate,Central,Silver,Frequent,5.0,5,3,5.053,13.0,Loyal Customers
CS-12355,2015-09-04,2017-11-12,8,3,984.06,25,279.6,29,800,328.02,8.333333333333334,28.41,Consumer,South,Gold,Regular,5.0,3,4,5.034,12.0,Loyal Customers
CS-12400,2015-10-02,2017-09-05,9,5,2782.08,35,-399.32,97,704,556.4159999999999,7.0,-14.35,Home Office,South,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
CS-12460,2017-07-03,2017-12-03,6,2,550.64,13,156.26,8,153,275.32,6.5,28.38,Consumer,South,Silver,Occasional,5.0,2,3,5.023,10.0,New Customers
CS-12490,2015-01-12,2016-11-01,7,3,1063.4,29,-306.75,405,659,354.4666666666667,9.666666666666666,-28.85,Corporate,Central,Gold,Regular,2.0,3,4,2.034,9.0,At Risk
CS-12505,2015-05-12,2017-11-02,3,2,206.62,14,61.04,39,905,103.31,7.0,29.54,Consumer,West,Bronze,Occasional,4.0,2,2,4.022,8.0,New Customers
CT-11995,2014-05-07,2017-06-04,5,2,1099.99,15,218.32,190,1124,549.995,7.5,19.85,Consumer,Central,Gold,Occasional,3.0,2,4,3.024,9.0,Promising
CV-12295,2014-09-02,2016-09-04,4,2,387.24,13,105.97,463,733,193.62,6.5,27.37,Consumer,Central,Silver,Occasional,2.0,2,2,2.022,6.0,Hibernating
CV-12805,2016-05-09,2017-09-04,8,4,1101.38,32,-5.09,98,483,275.345,8.0,-0.46,Corporate,West,Gold,Frequent,4.0,4,4,4.044,12.0,Champions
CW-11905,2014-06-09,2017-12-08,7,3,785.85,20,199.96,3,1278,261.95,6.666666666666667,25.45,Home Office,Central,Gold,Regular,5.0,3,3,5.033,11.0,Loyal Customers
CY-12745,2014-12-12,2016-09-03,2,2,297.67,10,-295.61,464,631,148.835,5.0,-99.31,Corporate,Central,Silver,Occasional,2.0,2,2,2.022,6.0,Hibernating
Co-12640,2015-08-02,2015-08-02,2,1,564.77,4,44.03,862,0,564.77,4.0,7.8,Consumer,West,Silver,Occasional,1.0,1,3,1.013,5.0,Lost
DA-13450,2014-09-10,2017-01-12,3,2,87.4,10,39.79,333,855,43.7,5.0,45.53,Home Office,East,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
DB-12910,2016-04-01,2017-12-09,9,6,1428.3,33,213.99,2,617,238.04999999999998,5.5,14.98,Home Office,South,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
DB-12970,2014-11-12,2017-05-03,7,2,1036.08,28,83.06,222,903,518.04,14.0,8.02,Corporate,West,Gold,Occasional,3.0,2,4,3.024,9.0,Promising
DB-13060,2014-03-01,2016-06-06,2,2,1171.87,7,258.62,553,828,585.935,3.5,22.07,Consumer,West,Gold,Occasional,2.0,2,4,2.024,8.0,Other
DB-13120,2015-05-01,2017-11-12,9,5,1236.92,31,-1044.09,29,926,247.38400000000001,6.2,-84.41,Corporate,West,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
DB-13210,2016-06-09,2017-12-09,10,4,1420.75,40,42.5,2,548,355.1875,10.0,2.99,Consumer,Central,Gold,Frequent,5.0,4,4,5.044,13.0,Champions
DB-13270,2014-02-04,2017-11-07,9,5,4161.65,42,936.09,34,1372,832.3299999999999,8.4,22.49,Home Office,West,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
DB-13360,2017-04-10,2017-04-10,2,1,386.14,6,113.53,245,0,386.14,6.0,29.4,Home Office,East,Silver,Occasional,3.0,1,2,3.012,6.0,Promising
DB-13405,2015-08-08,2015-08-08,3,1,601.44,11,255.43,856,0,601.44,11.0,42.47,Consumer,East,Silver,Occasional,1.0,1,3,1.013,5.0,Lost
DB-13555,2014-10-11,2017-09-08,10,4,2060.01,46,-9.17,94,1063,515.0025,11.5,-0.45,Corporate,East,Platinum,Frequent,4.0,4,5,4.045,13.0,Champions
DB-13615,2015-09-01,2017-05-06,7,4,1837.67,21,392.25,219,613,459.4175,5.25,21.34,Consumer,West,Platinum,Frequent,3.0,4,4,3.044,11.0,Potential Loyalists
DB-13660,2015-11-08,2015-11-08,1,1,10.48,6,-17.29,764,0,10.48,6.0,-164.98,Consumer,Central,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
DC-12850,2014-07-05,2017-06-04,3,2,514.68,16,-73.72,190,1065,257.34,8.0,-14.32,Consumer,South,Silver,Occasional,3.0,2,3,3.023,8.0,Promising
DC-13285,2016-11-10,2017-12-07,3,3,431.91,15,21.52,4,392,143.97,5.0,4.98,Consumer,West,Silver,Regular,5.0,3,2,5.032,10.0,Other
DD-13570,2017-05-02,2017-05-02,3,1,109.62,13,38.36,223,0,109.62,13.0,34.99,Consumer,West,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
DE-13255,2014-11-05,2016-01-11,4,2,114.49,14,24.96,700,432,57.245,7.0,21.8,Home Office,East,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
DF-13135,2014-10-04,2014-10-04,2,1,110.1,7,37.88,1164,0,110.1,7.0,34.41,Consumer,West,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
DG-13300,2014-11-01,2015-07-03,4,2,534.19,15,51.61,892,244,267.095,7.5,9.66,Corporate,East,Silver,Occasional,1.0,2,3,1.023,6.0,Other
DH-13075,2015-03-01,2015-03-01,2,1,200.74,5,-19.59,1016,0,200.74,5.0,-9.76,Corporate,West,Bronze,Occasional,1.0,1,2,1.012,4.0,Hibernating
DH-13675,2014-08-12,2014-08-12,6,1,457.74,27,72.6,1217,0,457.74,27.0,15.86,Home Office,South,Silver,Occasional,1.0,1,2,1.012,4.0,Hibernating
DJ-13420,2014-12-08,2016-04-02,5,4,2012.52,20,483.04,618,481,503.13,5.0,24.0,Corporate,South,Platinum,Frequent,1.0,4,5,1.045,10.0,At Risk Champions
DJ-13510,2017-02-11,2017-11-12,6,5,318.24,22,20.9,29,274,63.648,4.4,6.57,Corporate,South,Silver,Frequent,5.0,5,2,5.052,12.0,Other
DK-12835,2015-02-07,2017-12-09,10,5,1456.71,30,408.42,2,1036,291.342,6.0,28.04,Corporate,Central,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
DK-12895,2015-03-08,2017-08-12,11,2,3589.05,49,867.94,121,888,1794.525,24.5,24.18,Consumer,Central,Platinum,Occasional,3.0,2,5,3.025,10.0,Promising
DK-12985,2015-08-02,2017-05-05,4,3,737.52,13,-64.85,220,642,245.84,4.333333333333333,-8.79,Consumer,South,Gold,Regular,3.0,3,3,3.033,9.0,Potential Loyalists
DK-13090,2015-03-02,2017-11-03,7,4,1953.96,14,540.97,38,977,488.49,3.5,27.69,Consumer,West,Platinum,Frequent,4.0,4,5,4.045,13.0,Champions
DK-13150,2014-12-05,2014-12-05,2,1,433.56,9,78.5,1102,0,433.56,9.0,18.11,Corporate,Central,Silver,Occasional,1.0,1,2,1.012,4.0,Hibernating
DK-13225,2015-12-03,2016-09-01,10,4,2895.68,44,10.64,466,273,723.92,11.0,0.37,Corporate,East,Platinum,Frequent,2.0,4,5,2.045,11.0,At Risk Champions
DK-13375,2014-09-07,2017-12-11,8,5,1226.7,22,-45.58,0,1191,245.34,4.4,-3.72,Consumer,East,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
DL-12865,2016-05-02,2016-05-02,1,1,187.06,9,11.69,588,0,187.06,9.0,6.25,Consumer,South,Bronze,Occasional,2.0,1,2,2.012,5.0,Hibernating
DL-12925,2014-09-09,2017-11-03,13,5,3067.6,41,-48.98,38,1151,613.52,8.2,-1.6,Consumer,Central,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
DL-13315,2014-02-06,2017-12-08,11,5,1055.22,37,262.05,3,1401,211.044,7.4,24.83,Consumer,East,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
DL-13330,2017-11-03,2017-11-03,1,1,41.37,3,17.38,38,0,41.37,3.0,42.01,Consumer,West,Bronze,Occasional,4.0,1,1,4.011,6.0,New Customers
DL-13495,2016-10-07,2016-10-07,1,1,837.6,3,62.82,430,0,837.6,3.0,7.5,Corporate,West,Gold,Occasional,2.0,1,3,2.013,6.0,Lost
DM-12955,2014-12-09,2017-09-07,3,3,195.1,10,10.21,95,1003,65.03333333333333,3.3333333333333335,5.23,Corporate,West,Bronze,Regular,4.0,3,2,4.032,9.0,Other
DM-13015,2015-07-08,2017-11-03,8,4,566.88,31,-36.83,38,849,141.72,7.75,-6.5,Consumer,West,Silver,Frequent,4.0,4,3,4.043,11.0,Loyal Customers
DM-13345,2014-11-03,2017-12-08,9,5,3124.44,26,1400.62,3,1131,624.888,5.2,44.83,Corporate,South,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
DM-13525,2014-07-05,2016-09-05,10,3,1376.79,33,199.77,462,793,458.93,11.0,14.51,Corporate,Central,Gold,Regular,2.0,3,4,2.034,9.0,At Risk
DN-13690,2014-10-08,2014-10-12,3,2,160.21,10,66.14,1156,4,80.105,5.0,41.28,Consumer,West,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
DO-13435,2014-10-03,2017-06-02,5,2,282.22,21,29.36,192,973,141.11,10.5,10.4,Consumer,West,Silver,Occasional,3.0,2,2,3.022,7.0,Promising
DO-13645,2015-11-07,2017-12-04,6,3,682.34,13,101.82,7,758,227.4466666666667,4.333333333333333,14.92,Consumer,South,Silver,Regular,5.0,3,3,5.033,11.0,Loyal Customers
DP-13000,2014-01-03,2017-03-04,4,3,259.13,9,56.71,282,1156,86.37666666666667,3.0,21.88,Consumer,Central,Silver,Regular,3.0,3,2,3.032,8.0,Other
DP-13105,2016-12-06,2016-12-06,3,1,1671.08,22,482.66,370,0,1671.08,22.0,28.88,Corporate,East,Platinum,Occasional,2.0,1,4,2.014,7.0,Lost
DP-13165,2014-12-02,2015-10-10,4,2,1058.62,20,-40.94,793,312,529.31,10.0,-3.87,Consumer,East,Gold,Occasional,1.0,2,4,1.024,7.0,Other
DP-13390,2014-07-05,2017-01-06,8,5,401.69,30,-72.31,339,916,80.338,6.0,-18.0,Home Office,West,Silver,Frequent,2.0,5,2,2.052,9.0,At Risk
DR-12940,2015-09-01,2017-11-10,9,4,7426.9,43,3262.31,31,801,1856.725,10.75,43.93,Home Office,East,Platinum,Frequent,5.0,4,5,5.045,14.0,Champions
DS-13030,2014-07-09,2017-04-04,7,2,572.71,18,81.14,251,1000,286.355,9.0,14.17,Home Office,East,Silver,Occasional,3.0,2,3,3.023,8.0,Promising
DS-13180,2015-08-09,2017-12-07,6,3,800.11,16,151.53,4,851,266.7033333333333,5.333333333333333,18.94,Corporate,Central,Gold,Regular,5.0,3,3,5.033,11.0,Loyal Customers
DV-13045,2016-06-12,2017-12-11,6,3,1076.98,21,-443.16,0,547,358.99333333333334,7.0,-41.15,Corporate,West,Gold,Regular,5.0,3,4,5.034,12.0,Loyal Customers
DV-13465,2015-11-09,2017-12-01,11,4,2590.74,42,312.25,10,753,647.685,10.5,12.05,Consumer,West,Platinum,Frequent,5.0,4,5,5.045,14.0,Champions
DW-13195,2014-07-05,2014-07-05,1,1,4.37,3,0.38,1255,0,4.37,3.0,8.7,Corporate,South,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
DW-13480,2014-06-01,2016-11-12,8,3,4658.54,31,1181.77,394,895,1552.8466666666666,10.333333333333334,25.37,Home Office,Central,Platinum,Regular,2.0,3,5,2.035,10.0,At Risk
DW-13540,2016-04-01,2017-03-06,3,2,156.46,10,29.38,280,339,78.23,5.0,18.78,Consumer,East,Bronze,Occasional,3.0,2,1,3.021,6.0,Promising
DW-13585,2016-08-07,2017-05-02,5,3,469.63,22,123.72,223,268,156.54333333333332,7.333333333333333,26.34,Corporate,East,Silver,Regular,3.0,3,3,3.033,9.0,Potential Loyalists
Dl-13600,2014-07-01,2017-09-02,4,4,695.36,13,153.04,100,1159,173.84,3.25,22.01,Corporate,Central,Gold,Frequent,4.0,4,3,4.043,11.0,Loyal Customers
Dp-13240,2014-10-11,2017-10-07,17,5,6221.05,65,172.57,65,1092,1244.21,13.0,2.77,Home Office,South,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
EA-14035,2014-11-01,2016-07-10,13,5,1567.46,44,-255.83,519,617,313.492,8.8,-16.32,Corporate,East,Platinum,Frequent,2.0,5,4,2.054,11.0,At Risk Champions
EB-13705,2014-07-08,2017-11-12,6,5,835.16,31,22.51,29,1223,167.03199999999998,6.2,2.7,Corporate,East,Gold,Frequent,5.0,5,3,5.053,13.0,Loyal Customers
EB-13750,2015-03-12,2017-11-10,12,5,2438.89,50,-160.94,31,974,487.77799999999996,10.0,-6.6,Corporate,West,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
EB-13840,2016-12-04,2017-10-01,5,2,856.4,27,81.7,71,301,428.2,13.5,9.54,Corporate,West,Gold,Occasional,4.0,2,3,4.023,9.0,New Customers
EB-13870,2014-05-05,2017-03-10,6,6,1160.56,21,90.0,276,1040,193.42666666666665,3.5,7.75,Consumer,East,Gold,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
EB-13930,2014-02-02,2014-02-02,2,1,199.3,7,1.35,1408,0,199.3,7.0,0.68,Consumer,South,Bronze,Occasional,1.0,1,2,1.012,4.0,Hibernating
EB-13975,2016-01-04,2016-10-10,4,3,1608.63,14,151.88,427,280,536.21,4.666666666666667,9.44,Corporate,South,Platinum,Regular,2.0,3,4,2.034,9.0,At Risk
EB-14110,2015-11-12,2017-09-08,4,3,646.9,9,-20.47,94,666,215.63333333333333,3.0,-3.16,Consumer,East,Silver,Regular,4.0,3,3,4.033,10.0,Loyal Customers
EB-14170,2015-03-12,2017-10-09,3,3,27.7,7,9.72,63,942,9.233333333333333,2.3333333333333335,35.09,Consumer,South,Bronze,Regular,4.0,3,1,4.031,8.0,Other
EC-14050,2016-12-12,2017-11-07,3,2,337.23,18,62.16,34,330,168.615,9.0,18.43,Consumer,South,Silver,Occasional,5.0,2,2,5.022,9.0,New Customers
ED-13885,2014-08-09,2015-11-02,2,2,2642.2,19,563.0,770,450,1321.1,9.5,21.31,Home Office,West,Platinum,Occasional,1.0,2,5,1.025,8.0,Other
EG-13900,2015-11-02,2017-12-08,7,3,1578.59,26,43.18,3,767,526.1966666666666,8.666666666666666,2.74,Consumer,East,Platinum,Regular,5.0,3,4,5.034,12.0,Loyal Customers
EH-13765,2014-04-12,2016-06-02,11,4,1166.3,45,405.33,557,782,291.575,11.25,34.75,Corporate,East,Gold,Frequent,2.0,4,4,2.044,10.0,At Risk Champions
EH-13945,2014-07-02,2015-07-10,3,2,82.93,6,19.91,885,373,41.465,3.0,24.01,Consumer,East,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
EH-14005,2014-12-07,2017-12-01,5,3,450.14,25,183.99,10,1090,150.04666666666665,8.333333333333334,40.87,Home Office,East,Silver,Regular,5.0,3,2,5.032,10.0,Other
EH-14125,2015-04-10,2016-04-08,4,2,286.69,14,-53.34,612,364,143.345,7.0,-18.61,Home Office,East,Silver,Occasional,2.0,2,2,2.022,6.0,Hibernating
EH-14185,2016-04-04,2016-04-04,1,1,588.78,2,184.0,616,0,588.78,2.0,31.25,Consumer,East,Silver,Occasional,1.0,1,3,1.013,5.0,Lost
EJ-13720,2017-03-03,2017-03-03,2,1,1219.79,11,423.73,283,0,1219.79,11.0,34.74,Consumer,West,Gold,Occasional,3.0,1,4,3.014,8.0,Promising
EJ-14155,2014-03-03,2017-11-03,7,4,2608.0,22,428.02,38,1341,652.0,5.5,16.41,Consumer,West,Platinum,Frequent,4.0,4,5,4.045,13.0,Champions
EM-13810,2015-06-07,2016-03-04,2,2,167.5,7,60.22,647,271,83.75,3.5,35.95,Corporate,West,Bronze,Occasional,1.0,2,1,1.021,4.0,Hibernating
EM-13825,2014-12-02,2017-11-05,5,4,694.72,15,110.81,36,1069,173.68,3.75,15.95,Corporate,Central,Gold,Frequent,4.0,4,3,4.043,11.0,Loyal Customers
EM-13960,2015-10-01,2017-08-01,5,4,879.32,16,100.94,132,670,219.83,4.0,11.48,Consumer,East,Gold,Frequent,3.0,4,3,3.043,10.0,Potential Loyalists
EM-14065,2017-06-04,2017-06-04,1,1,30.34,6,-17.44,190,0,30.34,6.0,-57.48,Consumer,Central,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
EM-14095,2015-08-07,2017-09-08,7,3,675.55,21,207.83,94,763,225.1833333333333,7.0,30.76,Corporate,West,Silver,Regular,4.0,3,3,4.033,10.0,Loyal Customers
EM-14140,2015-03-07,2017-11-12,11,3,3279.57,32,798.16,29,981,1093.19,10.666666666666666,24.34,Home Office,West,Platinum,Regular,5.0,3,5,5.035,13.0,Loyal Customers
EN-13780,2016-06-04,2016-06-04,4,1,1562.69,11,397.39,555,0,1562.69,11.0,25.43,Consumer,East,Gold,Occasional,2.0,1,4,2.014,7.0,Lost
EP-13915,2014-07-06,2017-11-12,15,8,3828.28,60,-321.19,29,1225,478.535,7.5,-8.39,Consumer,Central,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
ER-13855,2016-09-06,2016-11-04,4,2,1184.8,20,-300.31,402,59,592.4,10.0,-25.35,Corporate,Central,Gold,Occasional,2.0,2,4,2.024,8.0,Other
ES-14020,2016-06-11,2016-06-11,1,1,239.97,3,71.99,548,0,239.97,3.0,30.0,Consumer,East,Bronze,Occasional,2.0,1,2,2.012,5.0,Hibernating
ES-14080,2014-10-02,2017-12-02,10,3,807.0,31,128.5,9,1157,269.0,10.333333333333334,15.92,Corporate,West,Gold,Regular,5.0,3,3,5.033,11.0,Loyal Customers
FA-14230,2015-02-09,2015-09-10,7,3,433.92,27,71.29,823,213,144.64000000000001,9.0,16.43,Corporate,Central,Silver,Regular,1.0,3,2,1.032,6.0,At Risk
FC-14245,2015-12-10,2017-09-08,7,3,805.07,29,212.6,94,638,268.3566666666667,9.666666666666666,26.41,Home Office,West,Gold,Regular,4.0,3,3,4.033,10.0,Loyal Customers
FC-14335,2014-10-10,2017-02-05,4,3,2271.16,18,614.62,309,849,757.0533333333333,6.0,27.06,Corporate,West,Platinum,Regular,2.0,3,5,2.035,10.0,At Risk
FG-14260,2017-07-10,2017-10-02,3,2,392.19,11,10.09,70,84,196.095,5.5,2.57,Home Office,Central,Silver,Occasional,4.0,2,2,4.022,8.0,New Customers
FH-14275,2014-04-06,2017-11-10,14,5,3422.25,49,948.22,31,1314,684.45,9.8,27.71,Corporate,Central,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
FH-14350,2017-06-01,2017-06-01,3,1,189.92,12,-26.92,193,0,189.92,12.0,-14.17,Consumer,East,Bronze,Occasional,3.0,1,2,3.012,6.0,Promising
FH-14365,2015-11-03,2017-07-06,4,3,1490.86,23,219.75,158,611,496.9533333333333,7.666666666666667,14.74,Corporate,East,Gold,Regular,3.0,3,4,3.034,10.0,Potential Loyalists
FM-14215,2014-03-11,2016-09-03,9,5,1073.24,32,279.64,464,907,214.648,6.4,26.06,Corporate,East,Gold,Frequent,2.0,5,4,2.054,11.0,At Risk Champions
FM-14290,2015-04-07,2017-11-06,14,5,560.6,49,159.14,35,944,112.12,9.8,28.39,Home Office,West,Silver,Frequent,5.0,5,3,5.053,13.0,Loyal Customers
FM-14380,2015-07-12,2017-08-07,9,5,1836.8,30,208.01,126,757,367.36,6.0,11.32,Consumer,West,Platinum,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
FO-14305,2014-06-09,2017-06-08,6,4,1721.69,30,221.05,186,1095,430.4225,7.5,12.84,Consumer,South,Platinum,Frequent,3.0,4,4,3.044,11.0,Potential Loyalists
FP-14320,2014-12-07,2017-12-07,8,5,2886.47,32,499.73,4,1096,577.294,6.4,17.31,Consumer,West,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
FW-14395,2016-09-05,2017-01-02,2,2,60.19,5,18.01,343,119,30.095,2.5,29.92,Corporate,East,Bronze,Occasional,2.0,2,1,2.021,5.0,Hibernating
GA-14515,2014-11-06,2017-08-03,2,2,143.55,9,44.94,130,1001,71.775,4.5,31.31,Consumer,West,Bronze,Occasional,3.0,2,1,3.021,6.0,Promising
GA-14725,2014-02-11,2017-11-11,12,5,784.39,37,187.39,30,1369,156.878,7.4,23.89,Consumer,East,Gold,Frequent,5.0,5,3,5.053,13.0,Loyal Customers
GB-14530,2015-09-11,2017-04-01,9,7,837.05,23,141.24,254,568,119.57857142857142,3.2857142857142856,16.87,Corporate,West,Gold,Frequent,3.0,5,3,3.053,11.0,Potential Loyalists
GB-14575,2015-06-12,2016-03-08,5,2,260.05,18,84.81,643,270,130.025,9.0,32.61,Consumer,East,Silver,Occasional,1.0,2,2,1.022,5.0,Hibernating
GD-14590,2014-05-05,2017-06-03,5,3,1884.21,24,229.54,191,1125,628.07,8.0,12.18,Corporate,East,Platinum,Regular,3.0,3,5,3.035,11.0,Potential Loyalists
GG-14650,2015-04-05,2017-11-02,9,4,984.68,30,-115.0,39,942,246.17,7.5,-11.68,Corporate,South,Gold,Frequent,4.0,4,4,4.044,12.0,Champions
GH-14410,2014-07-09,2017-06-06,10,5,300.53,40,-117.56,188,1063,60.105999999999995,8.0,-39.12,Home Office,West,Silver,Frequent,3.0,5,2,3.052,10.0,Other
GH-14425,2015-12-06,2017-11-10,7,3,882.33,40,103.28,31,705,294.11,13.333333333333334,11.71,Consumer,West,Gold,Regular,5.0,3,3,5.033,11.0,Loyal Customers
GH-14485,2015-10-08,2016-12-08,3,2,1361.24,15,-95.45,368,427,680.62,7.5,-7.01,Corporate,Central,Gold,Occasional,2.0,2,4,2.024,8.0,Other
GK-14620,2017-09-09,2017-09-09,1,1,9.86,4,3.45,93,0,9.86,4.0,34.99,Corporate,Central,Bronze,Occasional,4.0,1,1,4.011,6.0,New Customers
GM-14440,2016-12-03,2017-10-08,2,2,918.44,6,111.41,64,309,459.22,3.0,12.13,Consumer,West,Gold,Occasional,4.0,2,3,4.023,9.0,New Customers
GM-14455,2014-04-11,2017-08-06,5,3,1994.19,32,606.96,127,1213,664.73,10.666666666666666,30.44,Home Office,Central,Platinum,Regular,3.0,3,5,3.035,11.0,Potential Loyalists
GM-14500,2014-08-09,2016-05-10,3,3,54.65,7,19.22,580,640,18.216666666666665,2.3333333333333335,35.17,Consumer,West,Bronze,Regular,2.0,3,1,2.031,6.0,At Risk
GM-14680,2014-05-10,2016-10-01,9,4,2354.13,22,118.8,436,875,588.5325,5.5,5.05,Consumer,West,Platinum,Frequent,2.0,4,5,2.045,11.0,At Risk Champions
GM-14695,2014-04-05,2017-09-04,6,2,5574.27,25,13.1,98,1248,2787.135,12.5,0.24,Corporate,West,Platinum,Occasional,4.0,2,5,4.025,11.0,New Customers
GP-14740,2014-04-06,2014-04-06,1,1,44.91,6,-35.93,1345,0,44.91,6.0,-80.0,Corporate,East,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
GT-14635,2014-06-06,2017-11-04,6,3,9351.21,26,-4108.66,37,1247,3117.0699999999997,8.666666666666666,-43.94,Corporate,South,Platinum,Regular,4.0,3,5,4.035,12.0,Loyal Customers
GT-14710,2016-12-06,2016-12-06,7,1,1169.45,27,297.41,370,0,1169.45,27.0,25.43,Consumer,West,Gold,Occasional,2.0,1,4,2.014,7.0,Lost
GT-14755,2016-07-03,2016-07-03,2,1,16.92,4,6.3,526,0,16.92,4.0,37.23,Consumer,West,Bronze,Occasional,2.0,1,1,2.011,4.0,Hibernating
GW-14605,2014-03-01,2017-12-02,3,2,1145.04,10,-497.31,9,1372,572.52,5.0,-43.43,Consumer,East,Gold,Occasional,5.0,2,4,5.024,11.0,New Customers
GZ-14470,2014-08-05,2017-05-06,4,4,617.79,14,80.19,219,1005,154.4475,3.5,12.98,Consumer,Central,Silver,Frequent,3.0,4,3,3.043,10.0,Potential Loyalists
GZ-14545,2017-06-10,2017-06-10,1,1,14.7,7,4.12,184,0,14.7,7.0,28.03,Corporate,West,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
HA-14905,2015-11-08,2017-09-10,5,3,835.48,16,71.21,92,672,278.49333333333334,5.333333333333333,8.52,Consumer,East,Gold,Regular,4.0,3,3,4.033,10.0,Loyal Customers
HA-14920,2014-10-11,2017-12-10,9,5,1827.83,39,54.69,1,1156,365.566,7.8,2.99,Consumer,West,Platinum,Frequent,5.0,5,4,5.054,14.0,Champions
HD-14785,2014-05-11,2015-06-07,5,2,174.3,24,-169.01,918,392,87.15,12.0,-96.97,Home Office,East,Bronze,Occasional,1.0,2,2,1.022,5.0,Hibernating
HE-14800,2016-12-05,2017-07-08,8,2,597.73,32,187.74,156,215,298.865,16.0,31.41,Corporate,East,Silver,Occasional,3.0,2,3,3.023,8.0,Promising
HF-14995,2016-04-09,2017-12-09,10,4,1408.8,36,-47.07,2,609,352.2,9.0,-3.34,Consumer,Central,Gold,Frequent,5.0,4,4,5.044,13.0,Champions
HG-14845,2017-10-09,2017-11-06,5,2,382.55,16,5.5,35,28,191.275,8.0,1.44,Consumer,East,Silver,Occasional,5.0,2,2,5.022,9.0,New Customers
HG-14965,2015-12-08,2017-12-07,4,3,2170.76,15,-2974.3,4,730,723.5866666666667,5.0,-137.02,Corporate,Central,Platinum,Regular,5.0,3,5,5.035,13.0,Loyal Customers
HG-15025,2016-10-01,2017-06-12,3,2,171.78,6,49.62,182,254,85.89,3.0,28.89,Consumer,Central,Bronze,Occasional,3.0,2,1,3.021,6.0,Promising
HK-14890,2014-06-10,2017-08-01,3,3,581.61,14,269.06,132,1148,193.87,4.666666666666667,46.26,Corporate,South,Silver,Regular,3.0,4,3,3.043,10.0,Potential Loyalists
HL-15040,2014-05-12,2017-10-03,3,3,73.02,11,21.74,69,1240,24.34,3.6666666666666665,29.77,Consumer,Central,Bronze,Regular,4.0,4,1,4.041,9.0,Other
HM-14860,2015-12-04,2017-08-04,8,4,1080.24,24,452.44,129,609,270.06,6.0,41.88,Corporate,West,Gold,Frequent,3.0,4,4,3.044,11.0,Potential Loyalists
HM-14980,2015-10-02,2017-04-11,5,2,592.08,21,76.46,244,557,296.04,10.5,12.91,Consumer,West,Silver,Occasional,3.0,2,3,3.023,8.0,Promising
HP-14815,2014-05-06,2015-12-03,2,2,325.4,15,137.72,739,576,162.7,7.5,42.32,Home Office,West,Silver,Occasional,1.0,2,2,1.022,5.0,Hibernating
