OrderID,CustomerID,OrderDate,Sales,Quantity,Profit,DateID
CA-2016-114972,PF-19225,2016-11-03,82.95,5,29.0325,22
CA-2016-114972,PF-19225,2016-11-03,87.71,7,41.2237,22
CA-2016-114972,PF-19225,2016-11-03,1101.48,4,429.5772,22
CA-2017-102750,GM-14695,2017-09-04,1322.352,3,-99.1764,206
CA-2015-104514,CB-12535,2015-01-02,85.52,2,22.2352,41
CA-2015-104514,CB-12535,2015-01-02,9.84,3,2.6568,41
CA-2015-104514,CB-12535,2015-01-02,20.04,3,9.6192,41
CA-2015-141040,TB-21250,2015-10-09,631.96,4,303.3408,128
CA-2015-141040,TB-21250,2015-10-09,23.92,4,10.764,128
CA-2016-146206,KT-16480,2016-09-10,300.93,5,-34.392,227
CA-2016-146206,KT-16480,2016-09-10,719.96,5,53.997,227
CA-2015-120397,RB-19435,2015-07-02,32.784,4,-85.2384,290
CA-2017-163902,MY-17380,2017-03-02,196.776,3,14.7582,244
CA-2017-163902,MY-17380,2017-03-02,479.94,6,52.7934,244
CA-2017-155089,DB-12910,2017-12-02,45.66,5,-33.484,239
CA-2016-124506,BB-11545,2016-11-11,95.968,4,1.1996,245
CA-2016-124506,BB-11545,2016-11-11,47.992,2,-2.0568,245
CA-2014-106572,NP-18700,2014-09-05,264.32,2,19.824,291
CA-2017-123134,DW-13585,2017-05-02,129.93,3,12.993,292
CA-2015-124541,TT-21220,2015-04-06,42.048,9,5.256,293
CA-2015-124541,TT-21220,2015-04-06,25.488,2,4.4604,293
CA-2015-124541,TT-21220,2015-04-06,6.9,3,-12.075,293
CA-2015-124541,TT-21220,2015-04-06,9.648,6,-16.884,293
CA-2015-124541,TT-21220,2015-04-06,7.968,2,2.8884,293
CA-2015-143238,LO-17170,2015-09-06,46.32,4,18.0648,278
US-2016-114174,AP-10720,2016-09-08,173.94,3,13.9152,66
US-2016-114174,AP-10720,2016-09-08,14.76,4,6.9372,66
US-2016-126844,BW-11110,2016-10-08,51.712,8,-32.32,294
CA-2017-123967,SF-20200,2017-11-01,25.12,5,7.85,295
CA-2017-123967,SF-20200,2017-11-01,2665.62,9,239.9058,295
CA-2017-148929,SP-20620,2017-09-07,478.08,8,133.8624,79
CA-2016-155845,CM-12235,2016-08-12,1399.944,7,52.4979,158
CA-2017-145128,SM-20320,2017-07-09,526.45,5,31.587,141
CA-2015-121041,CS-12250,2015-11-03,6.608,2,2.1476,205
CA-2016-137729,BF-11005,2016-05-05,5.98,1,1.0166,188
CA-2016-137729,BF-11005,2016-05-05,246.168,3,21.5397,188
US-2016-115455,SE-20110,2016-09-08,14.136,2,-7.7748,66
US-2016-115455,SE-20110,2016-09-08,601.47,3,-300.735,66
CA-2016-165848,EN-13780,2016-06-04,14.94,3,7.0218,13
CA-2016-165848,EN-13780,2016-06-04,1349.85,3,364.4595,13
CA-2016-165848,EN-13780,2016-06-04,136.784,1,5.1294,13
CA-2016-165848,EN-13780,2016-06-04,61.12,4,20.7808,13
CA-2016-154053,MG-17890,2016-03-04,16.99,1,4.9271,296
CA-2017-147942,MS-17365,2017-04-01,5.78,2,2.7166,285
CA-2017-147942,MS-17365,2017-04-01,121.68,13,38.025,285
CA-2014-164861,MC-17635,2014-12-03,25.92,4,12.4416,268
CA-2015-168186,AB-10150,2015-09-10,14.94,3,7.0218,89
CA-2015-116750,BF-10975,2015-07-05,4.928,2,0.7392,297
CA-2015-116750,BF-10975,2015-07-05,7.23,5,-5.784,297
CA-2017-108441,SB-20170,2017-06-12,19.04,4,9.3296,201
CA-2017-108441,SB-20170,2017-06-12,13.128,3,4.2666,201
CA-2017-108441,SB-20170,2017-06-12,64.14,3,16.6764,201
CA-2017-108441,SB-20170,2017-06-12,858.24,4,143.04,201
CA-2014-131002,TB-21400,2014-09-07,57.69,3,23.6529,232
CA-2014-131002,TB-21400,2014-09-07,42.81,3,20.1207,232
CA-2014-131002,TB-21400,2014-09-07,12.96,2,6.2208,232
CA-2014-131002,TB-21400,2014-09-07,821.88,6,213.6888,232
CA-2014-131002,TB-21400,2014-09-07,104.85,3,28.3095,232
CA-2016-164784,HF-14995,2016-05-01,3.984,1,1.2948,298
CA-2016-164784,HF-14995,2016-05-01,370.62,3,-142.071,298
CA-2016-164784,HF-14995,2016-05-01,2.742,2,-2.0108,298
CA-2016-111794,HG-15025,2016-10-01,79.512,3,20.8719,155
CA-2016-111794,HG-15025,2016-10-01,28.352,1,9.5688,155
CA-2014-126403,RR-19525,2014-09-09,166.44,3,79.8912,132
CA-2014-126403,RR-19525,2014-09-09,785.88,6,212.1876,132
CA-2014-126403,RR-19525,2014-09-09,26.2,2,12.838,132
CA-2014-126403,RR-19525,2014-09-09,1325.85,5,238.653,132
CA-2017-136875,TC-21295,2017-12-03,166.44,3,79.8912,289
CA-2016-133123,KB-16315,2016-09-06,95.952,3,29.985,20
CA-2016-133123,KB-16315,2016-09-06,3.204,2,-2.4564,20
US-2016-128195,RA-19285,2016-08-04,3.98,5,-6.567,243
CA-2015-153220,YC-21895,2015-11-12,15.7,5,7.065,299
CA-2017-156412,CM-12160,2017-12-04,5.346,3,-4.455,300
CA-2016-161662,BE-11410,2016-02-07,30.352,2,10.6232,237
CA-2017-156818,JD-16015,2017-07-11,132.6,6,17.238,203
US-2015-120572,GH-14425,2015-12-11,12.828,2,-8.9796,231
CA-2017-132430,CP-12085,2017-10-09,45.888,4,9.1776,181
CA-2015-103723,BT-11305,2015-12-01,13.9,5,5.56,202
CA-2014-127187,CP-12085,2014-12-04,129.98,2,62.3904,301
CA-2014-100006,DK-13375,2014-09-07,377.97,3,109.6113,232
CA-2014-110030,LF-17185,2014-12-06,23.976,3,-14.3856,302
CA-2014-121286,ON-18715,2014-11-04,8.376,3,2.7222,55
CA-2014-121286,ON-18715,2014-11-04,58.24,5,5.096,55
CA-2014-153479,DF-13135,2014-10-04,14.45,5,6.7915,303
CA-2014-153479,DF-13135,2014-10-04,95.648,2,31.0856,303
CA-2017-149888,EP-13915,2017-11-07,359.97,5,-71.994,274
CA-2017-149888,EP-13915,2017-11-07,350.352,4,-140.1408,274
CA-2014-107594,EH-13945,2014-07-02,73.98,2,19.9746,304
CA-2014-107594,EH-13945,2014-07-02,5.58,1,2.1762,304
CA-2014-149244,MS-17530,2014-11-04,35.34,2,13.4292,55
CA-2017-163321,FM-14380,2017-08-07,79.992,1,21.9978,305
CA-2014-155887,KT-16480,2014-05-12,700.056,3,-130.0104,229
CA-2015-110247,RH-19555,2015-12-04,8.226,3,-6.0324,306
US-2014-141257,CS-11950,2014-06-08,585.552,3,73.194,307
CA-2014-154669,TM-21010,2014-08-08,423.28,11,110.0528,92
CA-2016-127775,ES-14020,2016-06-11,239.97,3,71.991,287
CA-2016-146171,JP-16135,2016-03-11,76.92,4,31.5372,10
CA-2016-146171,JP-16135,2016-03-11,481.32,4,125.1432,10
CA-2017-126536,NK-18490,2017-10-12,0.99,1,0.4356,151
CA-2017-126536,NK-18490,2017-10-12,101.84,5,36.917,151
US-2015-122140,MO-17950,2015-04-02,32.192,2,-80.48,308
US-2015-122140,MO-17950,2015-04-02,50.12,7,-0.6265,308
US-2015-122140,MO-17950,2015-04-02,47.976,3,1.7991,308
CA-2016-163986,JJ-15445,2016-09-03,54.5,5,14.17,126
CA-2017-158967,BT-11680,2017-12-10,19.104,3,5.7312,154
CA-2017-143455,ML-17755,2017-11-11,10.368,2,3.6288,134
CA-2017-167668,TC-21295,2017-05-06,59.2,4,29.6,267
CA-2016-139878,LD-17005,2016-11-11,257.98,2,74.8142,245
US-2016-106677,AS-10285,2016-11-05,23.988,2,-15.992,288
CA-2016-116974,MP-17965,2016-10-09,23.976,4,-15.5844,309
US-2014-117744,MD-17860,2014-12-02,58.36,5,-24.803,101
US-2014-117744,MD-17860,2014-12-02,16.464,7,1.4406,101
US-2014-117744,MD-17860,2014-12-02,39.96,5,-23.976,101
CA-2014-154599,KN-16450,2014-04-12,1075.088,14,94.0702,310
CA-2014-154599,KN-16450,2014-04-12,438.368,4,38.3572,310
CA-2014-154599,KN-16450,2014-04-12,18.088,7,6.5569,310
CA-2014-154599,KN-16450,2014-04-12,308.499,3,-18.147,310
US-2015-110163,GA-14725,2015-11-01,7.88,1,1.773,228
CA-2017-143329,DL-13330,2017-11-03,41.37,3,17.3754,56
CA-2015-159380,CS-12505,2015-05-12,12.84,3,5.778,311
CA-2015-159380,CS-12505,2015-05-12,25.68,6,11.556,311
CA-2015-122623,CC-12145,2015-09-07,47.516,2,-2.0364,29
CA-2015-104626,DR-12940,2015-09-01,114.6,5,51.57,57
CA-2015-104626,DR-12940,2015-09-01,60.74,1,15.185,57
CA-2015-104626,DR-12940,2015-09-01,124.36,2,27.3592,57
CA-2015-104626,DR-12940,2015-09-01,1088.76,6,315.7404,57
CA-2016-160500,DM-13015,2016-05-05,6.72,5,2.352,188
CA-2016-160500,DM-13015,2016-05-05,298.776,3,7.4694,188
CA-2014-148915,ND-18370,2014-11-01,443.92,5,-94.333,116
CA-2014-148915,ND-18370,2014-11-01,155.976,3,54.5916,116
CA-2017-110842,GA-14725,2017-11-11,10.89,1,2.8314,134
CA-2017-110842,GA-14725,2017-11-11,19.44,3,9.3312,134
CA-2017-110842,GA-14725,2017-11-11,121.6,5,39.52,134
CA-2016-147368,TC-21295,2016-06-09,695.7,2,-27.828,265
US-2015-104185,JB-15400,2015-09-03,120.33,1,31.2858,16
CA-2017-152093,SN-20560,2017-09-10,762.594,3,-1143.891,9
CA-2017-157854,DM-13345,2017-04-08,56.28,6,15.7584,312
CA-2017-157854,DM-13345,2017-04-08,2690.97,3,1264.7559,312
US-2016-128293,KC-16255,2016-06-02,64.784,1,-12.9568,313
CA-2017-106537,RH-19495,2017-08-12,20.736,4,7.2576,314
CA-2016-115588,AF-10885,2016-11-10,14.72,5,-3.312,130
CA-2016-115588,AF-10885,2016-11-10,38.976,3,-2.436,130
CA-2017-143861,LC-16885,2017-06-12,17.088,2,1.068,201
CA-2016-130799,BK-11260,2016-11-11,6.96,4,2.2272,245
CA-2017-164049,KH-16630,2017-11-02,23.85,5,10.7325,315
US-2016-164630,EB-13975,2016-01-04,959.968,4,119.996,316
CA-2015-166464,PG-18895,2015-09-12,479.984,2,59.998,317
CA-2015-166464,PG-18895,2015-09-12,12.6,4,6.048,317
CA-2017-124898,DB-12910,2017-09-11,184.66,7,84.9436,85
CA-2016-164035,CR-12730,2016-06-12,23.12,5,8.381,2
CA-2017-121615,DL-12925,2017-11-03,8.56,2,3.852,56
CA-2017-121615,DL-12925,2017-11-03,52.4,5,14.148,56
CA-2017-121615,DL-12925,2017-11-03,14.94,3,6.8724,56
CA-2015-118444,VD-21670,2015-11-05,387.136,4,24.196,253
CA-2015-134747,DL-12925,2015-10-12,135.72,3,35.2872,35
CA-2015-134747,DL-12925,2015-10-12,12.56,2,5.652,35
CA-2015-134747,DL-12925,2015-10-12,263.96,4,71.2692,35
CA-2014-157721,JM-16195,2014-09-02,19.9,1,8.955,318
CA-2014-157721,JM-16195,2014-09-02,70.71,1,4.9497,318
CA-2017-128629,BP-11155,2017-07-10,18.84,3,7.9128,319
CA-2017-158106,CT-11995,2017-06-04,8.64,3,2.5056,159
CA-2015-168564,TT-21220,2015-08-08,6.608,2,2.2302,320
CA-2015-168564,TT-21220,2015-08-08,7.28,2,2.73,320
CA-2015-168564,TT-21220,2015-08-08,144.784,1,10.8588,320
US-2016-169040,GT-14710,2016-12-06,156.792,1,13.7193,163
US-2016-169040,GT-14710,2016-12-06,431.976,3,26.9985,163
US-2016-169040,GT-14710,2016-12-06,35.89,1,16.1505,163
US-2016-169040,GT-14710,2016-12-06,47.208,7,15.3426,163
US-2016-169040,GT-14710,2016-12-06,248.08,7,116.5976,163
US-2016-169040,GT-14710,2016-12-06,189.7,5,89.159,163
US-2016-169040,GT-14710,2016-12-06,59.808,3,19.4376,163
CA-2016-166443,LH-17020,2016-11-04,38.29,7,16.4647,94
CA-2017-134915,EM-14140,2017-11-12,41.6,4,13.0,44
CA-2017-134915,EM-14140,2017-11-12,23.12,5,8.381,44
CA-2017-134915,EM-14140,2017-11-12,113.888,2,9.9652,44
CA-2017-134915,EM-14140,2017-11-12,113.568,2,-5.6784,44
CA-2017-134915,EM-14140,2017-11-12,7.92,2,0.693,44
CA-2017-134915,EM-14140,2017-11-12,671.984,2,50.3988,44
CA-2017-168900,SH-20395,2017-05-04,2.313,1,-1.9275,187
CA-2017-167941,JF-15565,2017-11-06,499.584,3,43.7136,18
CA-2017-167941,JF-15565,2017-11-06,31.104,6,10.8864,18
CA-2017-167941,JF-15565,2017-11-06,13.272,8,-10.6176,18
CA-2017-167941,JF-15565,2017-11-06,28.272,2,6.3612,18
CA-2017-167941,JF-15565,2017-11-06,259.136,4,-51.8272,18
CA-2015-137512,AG-10675,2015-05-07,244.006,2,-31.3722,321
CA-2015-137512,AG-10675,2015-05-07,15.936,4,5.3784,321
CA-2017-139773,DV-13045,2017-12-04,188.552,7,-2.6936,300
CA-2017-134607,HL-15040,2017-10-03,22.58,2,5.8708,261
CA-2015-139850,GB-14575,2015-06-12,20.736,4,7.2576,322
CA-2015-139850,GB-14575,2015-06-12,43.296,2,4.3296,322
CA-2014-131310,CL-12565,2014-07-12,123.136,4,13.8528,58
CA-2014-131310,CL-12565,2014-07-12,11.264,4,3.8016,58
US-2014-112872,RC-19960,2014-12-06,53.424,3,4.6746,302
US-2014-112872,RC-19960,2014-12-06,275.49,1,-170.8038,302
CA-2016-134376,TT-21265,2016-10-02,61.44,3,16.5888,323
CA-2017-147291,MJ-17740,2017-03-11,895.92,4,421.0824,324
CA-2016-112893,AT-10735,2016-09-09,55.36,4,18.684,145
CA-2015-130610,VP-21730,2015-07-05,19.0,5,8.93,297
CA-2016-131499,MG-17875,2016-09-08,207.48,1,62.244,66
CA-2016-124772,JG-15160,2016-12-05,191.82,3,74.8098,5
CA-2015-123568,SC-20095,2015-11-08,5.04,3,0.2016,262
CA-2015-123568,SC-20095,2015-11-08,92.94,3,41.823,262
CA-2015-123568,SC-20095,2015-11-08,66.69,3,22.0077,262
CA-2015-123568,SC-20095,2015-11-08,91.68,5,28.65,262
CA-2015-164441,AC-10450,2015-11-08,52.272,11,17.6418,262
CA-2015-164441,AC-10450,2015-11-08,17.94,3,8.073,262
US-2015-123960,BD-11605,2015-06-11,53.7,6,10.203,325
US-2015-123960,BD-11605,2015-06-11,36.26,7,16.6796,325
US-2015-123960,BD-11605,2015-06-11,56.3,2,15.764,325
US-2015-123960,BD-11605,2015-06-11,32.4,5,15.552,325
US-2015-123960,BD-11605,2015-06-11,29.16,2,10.7892,325
CA-2017-101749,AS-10045,2017-10-03,171.288,3,-6.4233,261
US-2016-147991,ZD-21925,2016-05-05,16.72,5,3.344,188
CA-2017-149559,KF-16285,2017-09-11,12.96,2,6.2208,85
CA-2017-149559,KF-16285,2017-09-11,22.18,2,10.8682,85
CA-2017-149559,KF-16285,2017-09-11,2054.272,8,256.784,85
CA-2017-125290,CC-12430,2017-11-06,13.9,5,3.614,18
CA-2017-125290,CC-12430,2017-11-06,26.38,1,12.1348,18
CA-2017-121419,TC-21475,2017-04-02,411.8,2,70.006,184
CA-2017-121419,TC-21475,2017-04-02,360.0,4,129.6,184
US-2017-148054,NZ-18565,2017-10-06,41.96,2,2.9372,326
US-2017-148054,NZ-18565,2017-10-06,227.84,4,66.0736,326
US-2017-148054,NZ-18565,2017-10-06,37.94,2,18.2112,326
CA-2016-128517,SW-20350,2016-04-09,517.9,2,134.654,217
CA-2016-128517,SW-20350,2016-04-09,5.28,2,2.4288,217
CA-2016-144554,DM-13345,2016-11-07,119.976,3,22.4955,32
CA-2017-127621,RE-19450,2017-03-03,26.88,8,9.744,180
CA-2016-125206,LR-16915,2016-01-03,114.46,2,28.615,327
CA-2015-126137,BS-11755,2015-10-03,120.666,2,18.4548,113
CA-2017-101182,KB-16405,2017-09-04,12.96,2,6.2208,206
CA-2017-101182,KB-16405,2017-09-04,43.176,3,15.1116,206
CA-2017-118773,TP-21415,2017-02-09,252.784,4,-417.0936,328
CA-2017-118773,TP-21415,2017-02-09,127.984,2,15.998,328
CA-2017-118773,TP-21415,2017-02-09,3.984,2,-2.6892,328
CA-2017-118773,TP-21415,2017-02-09,12.992,2,-32.48,328
CA-2016-112123,BH-11710,2016-03-03,447.86,7,219.4514,329
CA-2016-112123,BH-11710,2016-03-03,479.95,5,129.5865,329
CA-2016-112123,BH-11710,2016-03-03,166.44,3,79.8912,329
CA-2016-124562,JP-16135,2016-12-08,12.957,7,-9.5018,8
CA-2017-127460,FG-14260,2017-07-10,298.464,6,26.1156,319
CA-2015-121720,JE-15610,2015-06-11,1123.92,5,-182.637,325
CA-2015-121720,JE-15610,2015-06-11,249.584,2,31.198,325
CA-2015-121720,JE-15610,2015-06-11,48.672,3,7.3008,325
CA-2015-121720,JE-15610,2015-06-11,60.768,2,7.596,325
CA-2015-121720,JE-15610,2015-06-11,78.6,5,-62.88,325
CA-2015-121720,JE-15610,2015-06-11,3.768,2,-3.14,325
CA-2015-121720,JE-15610,2015-06-11,1036.624,2,51.8312,325
CA-2015-121720,JE-15610,2015-06-11,563.808,4,21.1428,325
CA-2017-149895,EB-14110,2017-09-08,258.528,2,-47.3968,235
CA-2017-147564,BP-11155,2017-10-02,49.12,4,23.0864,110
CA-2017-164168,LS-16975,2017-11-12,30.56,5,-45.84,44
CA-2017-164168,LS-16975,2017-11-12,77.952,3,-15.5904,44
CA-2017-164168,LS-16975,2017-11-12,67.992,1,8.499,44
CA-2017-164168,LS-16975,2017-11-12,12.224,2,4.4312,44
CA-2017-164168,LS-16975,2017-11-12,44.784,2,-0.5598,44
CA-2017-164168,LS-16975,2017-11-12,22.848,3,-17.7072,44
US-2014-122959,CY-12745,2014-12-12,210.392,2,-336.6272,173
US-2016-148110,AR-10825,2016-09-05,347.802,7,-24.843,28
CA-2017-131828,CS-11845,2017-02-11,963.136,4,108.3528,210
CA-2017-131828,CS-11845,2017-02-11,88.776,3,7.7679,210
CA-2016-120558,RD-19810,2016-06-07,32.4,5,15.552,330
CA-2014-128986,GH-14410,2014-08-03,93.024,3,33.7212,37
US-2014-150924,PT-19090,2014-09-12,5.18,5,-8.029,69
CA-2017-157483,EP-13915,2017-11-11,181.86,7,50.9208,134
CA-2017-122280,SH-20395,2017-09-10,18.76,2,9.0048,9
CA-2017-105235,SM-20950,2017-12-05,20.94,3,6.0726,96
CA-2017-105235,SM-20950,2017-12-05,58.68,2,18.1908,96
CA-2017-105235,SM-20950,2017-12-05,254.9,5,68.823,96
CA-2017-152912,BM-11650,2017-11-09,9.64,2,4.4344,19
CA-2017-152912,BM-11650,2017-11-09,826.62,3,355.4466,19
CA-2017-152912,BM-11650,2017-11-09,1633.14,9,473.6106,19
CA-2017-152912,BM-11650,2017-11-09,544.38,3,157.8702,19
CA-2014-123498,TC-20980,2014-11-07,26.046,3,-44.2782,331
CA-2014-123498,TC-20980,2014-11-07,74.352,3,26.9526,331
CA-2017-159352,KB-16585,2017-03-12,69.93,7,32.1678,332
CA-2017-123981,RW-19630,2017-10-02,65.99,1,17.1574,110
CA-2017-158953,ML-18040,2017-06-04,6.37,7,-9.555,159
CA-2014-165428,JL-15130,2014-09-01,3.648,3,-6.0192,167
CA-2014-165428,JL-15130,2014-09-01,31.104,6,10.8864,167
CA-2016-169026,CM-12655,2016-08-08,23.34,3,0.2334,249
CA-2015-149384,EH-13945,2015-07-10,3.366,3,-2.244,333
CA-2014-131527,TB-21280,2014-12-01,95.968,4,9.5968,247
CA-2014-158372,RD-19900,2014-11-10,601.536,8,60.1536,334
CA-2014-158372,RD-19900,2014-11-10,10.99,1,4.2861,334
CA-2014-158372,RD-19900,2014-11-10,39.88,2,11.1664,334
CA-2014-158372,RD-19900,2014-11-10,62.24,8,28.008,334
CA-2014-158372,RD-19900,2014-11-10,53.2,5,14.896,334
CA-2014-158372,RD-19900,2014-11-10,39.84,8,18.3264,334
CA-2016-108882,LA-16780,2016-01-09,349.95,5,118.983,335
CA-2016-108882,LA-16780,2016-01-09,377.928,9,141.723,335
CA-2017-150189,VG-21790,2017-07-08,75.18,6,35.3346,59
CA-2017-104640,FH-14275,2017-11-10,931.176,3,314.2719,189
CA-2017-104640,FH-14275,2017-11-10,430.88,2,124.9552,189
US-2015-137008,JP-15460,2015-10-02,94.85,5,45.528,272
US-2015-137008,JP-15460,2015-10-02,51.12,4,23.004,272
US-2015-137008,JP-15460,2015-10-02,90.0,1,32.4,272
CA-2014-108189,ES-14080,2014-10-02,9.408,2,3.4104,336
CA-2014-108189,ES-14080,2014-10-02,4.672,2,1.46,336
CA-2014-108189,ES-14080,2014-10-02,318.4,2,107.46,336
CA-2014-108189,ES-14080,2014-10-02,12.768,6,4.6284,336
CA-2014-108189,ES-14080,2014-10-02,15.36,2,-3.264,336
CA-2014-108189,ES-14080,2014-10-02,230.376,3,20.1579,336
CA-2014-108189,ES-14080,2014-10-02,7.16,1,-0.0895,336
CA-2014-154641,KL-16645,2014-08-11,375.34,1,18.767,172
CA-2017-131625,BN-11515,2017-09-01,114.9,5,39.066,337
CA-2016-146836,CC-12475,2016-05-02,44.94,3,12.5832,177
CA-2016-146836,CC-12475,2016-05-02,45.576,3,15.9516,177
US-2016-140809,CK-12760,2016-02-01,56.45,5,14.677,338
CA-2017-113355,SJ-20215,2017-12-01,219.8,5,24.7275,39
CA-2017-113355,SJ-20215,2017-12-01,317.058,3,-18.1176,39
US-2017-140907,BP-11185,2017-12-10,49.08,3,4.908,154
US-2017-140907,BP-11185,2017-12-10,324.9,5,38.988,154
US-2017-140907,BP-11185,2017-12-10,18.24,3,5.2896,154
CA-2016-155474,CC-12220,2016-07-08,107.984,1,9.4486,263
CA-2016-155474,CC-12220,2016-07-08,19.296,3,6.03,263
CA-2015-155453,RA-19885,2015-08-09,4.608,2,1.6704,42
US-2016-161844,DK-12835,2016-12-09,79.974,3,-29.3238,7
US-2016-161844,DK-12835,2016-12-09,2.946,2,-2.0622,7
CA-2016-122518,RF-19345,2016-03-04,10.08,4,3.528,296
US-2014-126571,JF-15565,2014-10-11,281.904,2,10.5714,339
US-2014-126571,JF-15565,2014-10-11,201.432,3,67.9833,339
CA-2015-146038,SJ-20215,2015-02-09,203.92,5,22.941,40
CA-2017-133865,PS-19045,2017-05-08,3359.952,6,1049.985,224
CA-2017-116358,KM-16225,2017-11-02,18.24,3,9.12,315
CA-2017-116358,KM-16225,2017-11-02,27.78,6,9.1674,315
CA-2014-102988,GM-14695,2014-04-05,22.96,7,7.5768,102
CA-2014-102988,GM-14695,2014-04-05,28.99,1,8.4071,102
CA-2014-102988,GM-14695,2014-04-05,12.96,2,6.3504,102
CA-2014-102988,GM-14695,2014-04-05,22.96,7,6.6584,102
CA-2014-102988,GM-14695,2014-04-05,4164.05,5,83.281,102
CA-2014-103702,AF-10885,2014-09-12,63.924,7,-46.8776,69
CA-2017-113418,CM-12655,2017-10-01,1704.89,11,767.2005,70
CA-2015-144386,GT-14635,2015-11-05,25.344,6,8.8704,253
CA-2017-161739,EB-13750,2017-11-10,341.96,5,-427.45,189
CA-2015-165057,SC-20725,2015-09-11,181.35,9,48.9645,340
CA-2015-165057,SC-20725,2015-09-11,8.64,3,4.2336,340
CA-2014-165309,KD-16270,2014-11-11,896.99,5,-1480.0335,6
CA-2014-165309,KD-16270,2014-11-11,1.234,1,-1.9744,6
CA-2014-165309,KD-16270,2014-11-11,67.56,3,6.756,6
CA-2014-165309,KD-16270,2014-11-11,21.72,5,7.8735,6
CA-2014-165309,KD-16270,2014-11-11,262.336,8,95.0968,6
CA-2014-165309,KD-16270,2014-11-11,148.48,2,16.704,6
CA-2014-165309,KD-16270,2014-11-11,241.176,3,15.0735,6
CA-2017-154732,AH-10195,2017-11-05,16.03,5,-25.648,25
CA-2017-100335,NF-18595,2017-09-07,73.008,9,26.4654,79
CA-2016-139234,AF-10870,2016-05-06,3.208,2,-5.2932,284
CA-2016-139234,AF-10870,2016-05-06,26.176,2,-3.272,284
US-2015-142020,TC-21535,2015-06-04,30.44,4,14.3068,251
US-2015-142020,TC-21535,2015-06-04,35.28,3,11.9952,251
CA-2014-165379,BM-11650,2014-07-09,10.368,2,3.6288,341
CA-2014-165379,BM-11650,2014-07-09,14.352,3,4.485,341
CA-2015-161718,SO-20335,2015-12-04,28.44,3,11.376,306
CA-2015-161718,SO-20335,2015-12-04,364.41,5,8.098,306
CA-2015-161718,SO-20335,2015-12-04,39.96,4,10.3896,306
CA-2015-161718,SO-20335,2015-12-04,361.764,2,68.3332,306
CA-2016-100671,CS-12490,2016-11-01,111.672,9,6.9795,194
CA-2015-130659,MS-17365,2015-12-04,17.94,3,8.7906,306
CA-2015-130659,MS-17365,2015-12-04,384.174,7,29.8802,306
CA-2015-130659,MS-17365,2015-12-04,1799.75,5,539.925,306
CA-2017-148404,Dp-13240,2017-10-07,580.672,4,65.3256,236
CA-2017-148404,Dp-13240,2017-10-07,18.936,3,5.9175,236
CA-2017-148404,Dp-13240,2017-10-07,222.384,2,16.6788,236
CA-2017-148404,Dp-13240,2017-10-07,50.454,6,-33.636,236
CA-2017-148404,Dp-13240,2017-10-07,154.764,3,-36.1116,236
CA-2014-166471,MG-17650,2014-08-09,1091.168,4,68.198,54
CA-2014-166471,MG-17650,2014-08-09,219.168,2,-43.8336,54
US-2017-131583,CL-11890,2017-06-10,40.032,6,15.012,76
US-2017-148362,KF-16285,2017-07-01,443.92,4,13.3176,342
US-2017-148362,KF-16285,2017-07-01,169.99,1,78.1954,342
US-2017-148362,KF-16285,2017-07-01,25.92,4,12.4416,342
CA-2015-129700,LA-16780,2015-05-04,22.288,7,-8.9152,52
CA-2016-116540,SS-20590,2016-09-02,1.81,1,0.6516,195
CA-2016-116540,SS-20590,2016-09-02,8.26,2,3.8822,195
CA-2015-150791,CC-12430,2015-09-06,271.764,2,60.392,278
US-2017-111024,SZ-20035,2017-07-03,32.896,4,11.1024,178
US-2017-111024,SZ-20035,2017-07-03,215.148,2,-103.9882,178
US-2017-111024,SZ-20035,2017-07-03,30.96,6,11.223,178
CA-2017-148264,LF-17185,2017-12-08,29.79,3,8.6391,67
CA-2017-148264,LF-17185,2017-12-08,128.9,2,15.468,67
CA-2017-148264,LF-17185,2017-12-08,60.12,9,28.8576,67
CA-2017-131212,AB-10165,2017-12-05,24.816,3,8.3754,96
CA-2017-131212,AB-10165,2017-12-05,14.976,6,5.4288,96
CA-2014-158337,KA-16525,2014-03-11,108.92,14,49.014,212
CA-2015-131779,LE-16810,2015-06-12,29.9,5,5.083,322
CA-2016-158869,AH-10690,2016-08-06,70.88,2,33.3136,343
CA-2017-102554,KN-16705,2017-06-11,3.76,2,1.0904,222
CA-2016-162614,TB-21250,2016-10-07,27.264,2,8.8608,344
CA-2014-168592,DP-13390,2014-09-08,56.65,5,24.3595,33
CA-2014-168592,DP-13390,2014-09-08,14.97,1,4.1916,33
CA-2014-168592,DP-13390,2014-09-08,4.02,2,1.9698,33
CA-2015-153325,ST-20530,2015-03-01,58.72,4,27.0112,345
CA-2015-153626,EB-13870,2015-07-09,5.16,3,0.8385,246
CA-2017-114258,EM-13825,2017-11-05,492.768,4,55.4364,25
CA-2017-128699,ND-18370,2017-12-03,47.992,1,7.1988,289
US-2015-147242,EH-13765,2015-09-10,61.96,2,16.1096,89
US-2015-147242,EH-13765,2015-09-10,361.96,2,83.2508,89
US-2015-147242,EH-13765,2015-09-10,278.82,9,125.469,89
CA-2015-100888,MH-17455,2015-04-06,47.952,3,16.1838,293
US-2016-150035,CL-11890,2016-12-01,16.74,2,4.3524,21
CA-2017-122644,SF-20965,2017-11-12,10.848,2,3.5256,44
CA-2017-122644,SF-20965,2017-11-12,18.544,2,3.0134,44
